SZAVAZOKOR,VALASZTOPOLGAR,MEGJELENTEK,URNABAN_BELYEGZES_NELKULI,URNABAN_LEBELYEGZETT,ELTERES,ERVENYTELEN,ERVENYES
01-012-032,813,563,0,564,1,18,546
01-012-033,931,618,0,618,0,7,611
01-012-034,896,645,0,645,0,3,642
01-012-035,806,626,0,625,-1,5,620
01-012-036,649,465,0,465,0,5,460
01-012-037,731,561,1,560,-1,2,558
01-012-038,918,706,0,704,-2,2,702
01-012-039,1004,752,1,750,-2,7,743
01-012-040,728,571,0,569,-2,7,562
01-012-041,569,415,0,415,0,11,404
01-012-042,842,652,0,654,2,25,629
01-012-043,894,650,0,646,-4,2,644
01-012-044,1026,746,0,746,0,6,740
01-012-045,685,467,0,467,0,3,464
01-012-046,950,697,0,698,1,19,679
01-012-047,1069,794,0,793,-1,2,791
01-012-048,794,541,0,541,0,1,540
01-012-049,852,594,0,595,1,12,583
01-012-050,785,589,0,589,0,5,584
01-012-051,571,412,0,413,1,13,400
01-012-052,932,676,0,675,-1,1,674
01-012-053,837,606,0,606,0,3,603
01-012-054,690,492,0,492,0,3,489
01-012-055,683,497,3,494,-3,3,491
01-013-001,1006,553,0,541,-12,8,533
01-013-002,882,528,0,528,0,6,522
01-013-003,898,589,0,588,-1,4,584
01-013-004,866,578,0,576,-2,6,570
01-013-005,882,627,0,626,-1,5,621
01-013-006,1090,709,0,703,-6,2,701
01-013-007,943,592,0,592,0,7,585
01-013-008,1012,621,0,622,1,13,609
01-013-009,1082,712,0,712,0,5,707
01-013-010,982,680,0,678,-2,3,675
01-013-011,717,519,0,519,0,2,517
01-013-012,865,572,0,572,0,5,567
01-013-013,945,624,0,625,1,15,610
01-013-014,974,661,0,661,0,7,654
01-013-015,1057,705,0,705,0,5,700
01-013-016,824,577,0,577,0,5,572
01-013-017,1022,725,0,722,-3,4,718
01-013-018,1063,708,0,708,0,5,703
01-013-019,1073,713,0,713,0,6,707
01-013-020,1140,700,0,700,0,8,692
01-013-021,1122,768,0,767,-1,2,765
01-013-022,1118,699,0,698,-1,2,696
01-013-023,1197,787,0,787,0,10,777
01-013-024,1104,698,0,697,-1,7,690
01-013-025,920,609,0,607,-2,3,604
01-013-026,1034,579,0,575,-4,4,571
01-013-027,1218,668,0,671,3,34,637
01-013-028,887,600,0,599,-1,8,591
01-013-029,989,681,0,682,1,14,668
01-013-030,936,639,0,639,0,6,633
01-013-031,892,632,0,634,2,28,606
01-013-032,940,629,0,628,-1,12,616
01-013-033,958,552,0,551,-1,2,549
01-013-034,658,467,1,467,0,4,463
01-013-035,1058,674,0,672,-2,8,664
01-013-036,1065,627,0,627,0,10,617
01-013-037,1329,886,0,883,-3,11,872
01-013-038,996,619,0,619,0,6,613
01-013-039,1361,933,0,914,-19,10,904
01-013-040,886,249,0,243,-6,5,238
01-013-041,890,500,0,500,0,2,498
01-013-042,1049,631,0,630,-1,6,624
01-013-043,825,422,0,422,0,2,420
01-013-044,930,605,0,606,1,18,588
01-013-045,1055,509,0,510,1,24,486
01-013-046,889,394,0,395,1,15,380
01-013-047,1100,680,1,679,-1,1,678
01-013-048,1224,721,0,721,0,7,714
01-013-049,1188,698,0,698,0,6,692
01-013-050,1027,665,0,663,-2,8,655
01-013-051,1038,700,0,709,9,93,616
01-013-052,953,493,0,492,-1,6,486
01-013-053,1227,810,0,810,0,7,803
01-013-054,857,572,0,572,0,8,564
01-013-055,818,502,0,502,0,5,497
01-013-056,727,471,0,471,0,6,465
01-013-057,1256,872,0,872,0,6,866
01-013-058,1244,717,0,710,-7,19,691
01-013-059,1211,776,0,776,0,10,766
01-013-060,976,674,1,673,-1,5,668
01-013-061,897,550,0,550,0,7,543
01-013-062,1116,475,0,461,-14,6,455
01-013-063,1392,919,0,919,0,6,913
01-013-064,1140,688,3,685,-3,4,681
01-013-065,963,633,0,632,-1,10,622
01-013-066,841,574,0,573,-1,5,568
01-013-067,1100,753,0,753,0,6,747
01-013-068,1229,847,0,847,0,8,839
01-013-069,1050,746,0,746,0,4,742
01-013-070,1123,737,0,738,1,14,724
01-013-071,1113,634,0,634,0,8,626
01-013-072,733,439,0,439,0,6,433
01-013-073,1142,693,0,692,-1,7,685
01-013-074,1025,589,0,590,1,16,574
01-013-075,939,625,0,623,-2,4,619
01-013-076,1402,678,0,678,0,7,671
01-013-077,1163,810,0,812,2,29,783
01-013-078,848,540,0,540,0,9,531
01-013-079,1164,806,0,806,0,9,797
01-013-080,1174,745,0,743,-2,6,737
01-013-081,1142,757,0,755,-2,12,743
01-013-082,1254,805,0,805,0,10,795
01-013-083,1310,874,0,874,0,9,865
01-013-084,1213,729,0,725,-4,5,720
01-013-085,1045,613,0,613,0,2,611
01-013-086,701,400,0,399,-1,6,393
01-013-087,786,520,0,524,4,40,484
01-013-088,1063,910,0,910,0,1,909
01-014-001,1173,560,3,557,-3,7,550
01-014-002,1062,728,1,716,-12,4,712
01-014-003,1193,851,0,850,-1,3,847
01-014-004,878,552,0,551,-1,1,550
01-014-005,999,665,0,665,0,7,658
01-014-006,1151,710,0,707,-3,3,704
01-014-007,1307,847,0,842,-5,3,839
01-014-008,1326,948,0,948,0,4,944
01-014-009,1305,958,0,951,-7,3,948
01-014-010,1324,931,0,934,3,35,899
01-014-011,1023,720,0,720,0,6,714
01-014-012,1166,722,2,722,0,9,713
01-014-013,1247,826,0,829,3,34,795
01-014-014,1197,797,0,797,0,7,790
01-014-015,1302,839,0,839,0,6,833
01-014-016,1227,765,0,765,0,6,759
01-014-017,1232,842,0,842,0,7,835
01-014-018,1251,856,0,856,0,6,850
01-014-019,1285,850,0,850,0,7,843
01-014-020,1272,851,0,851,0,7,844
01-014-021,1131,767,0,767,0,3,764
01-014-022,1395,641,0,640,-1,5,635
01-014-023,1269,712,0,712,0,8,704
01-014-024,1257,590,0,590,0,5,585
01-014-025,1316,777,0,773,-4,3,770
01-014-026,1343,879,0,878,-1,8,870
01-014-027,1298,852,1,851,-1,8,843
01-014-028,1285,903,0,902,-1,4,898
01-014-029,1353,863,0,863,0,4,859
01-014-030,1082,615,0,614,-1,6,608
01-014-031,1017,721,0,721,0,3,718
01-014-032,1286,889,0,889,0,2,887
01-014-033,1175,829,0,827,-2,5,822
01-014-034,1100,775,3,777,2,34,743
01-014-035,1280,903,0,903,0,10,893
01-014-036,1299,904,0,903,-1,11,892
01-014-037,1285,903,0,905,2,31,874
01-014-038,1246,849,0,849,0,7,842
01-014-039,1234,839,0,839,0,3,836
01-014-040,1150,863,0,863,0,4,859
01-014-041,1187,829,0,834,5,47,787
01-014-042,1141,719,0,718,-1,2,716
01-014-043,1001,622,0,622,0,4,618
01-014-044,927,540,0,539,-1,2,537
01-014-045,1129,660,0,659,-1,6,653
01-014-046,943,560,0,560,0,5,555
01-014-047,947,529,0,529,0,9,520
01-014-048,1167,808,0,805,-3,4,801
01-014-049,1148,802,1,802,0,7,795
01-014-050,1310,884,0,883,-1,3,880
01-014-051,1231,654,1,654,0,5,649
01-014-052,1301,785,0,785,0,2,783
01-014-053,1359,881,1,881,0,4,877
01-014-054,1323,872,0,869,-3,6,863
01-014-055,1311,621,0,621,0,4,617
01-014-056,1372,886,0,885,-1,7,878
01-014-057,1263,755,0,736,-19,3,733
01-014-058,1058,625,0,624,-1,4,620
01-014-059,997,671,0,669,-2,6,663
01-014-060,1024,658,0,657,-1,12,645
01-014-061,1082,712,0,710,-2,1,709
01-014-062,1046,655,0,655,0,5,650
01-014-063,1091,653,0,652,-1,24,628
01-014-064,1113,687,0,688,1,14,674
01-014-065,1074,672,0,672,0,5,667
01-014-066,977,594,0,594,0,5,589
01-014-067,1176,702,0,702,0,5,697
01-014-068,1017,610,0,611,1,14,597
01-014-069,1175,727,0,726,-1,11,715
01-014-070,1088,671,0,671,0,2,669
01-014-071,991,579,0,578,-1,4,574
01-014-072,1021,590,0,589,-1,5,584
01-014-073,1133,745,0,744,-1,5,739
01-014-074,1046,592,0,591,-1,5,586
01-014-075,1200,809,0,809,0,2,807
01-014-076,845,697,0,697,0,0,697
01-015-001,962,672,0,672,0,8,664
01-015-002,836,600,0,599,-1,5,594
01-015-003,1079,722,0,722,0,4,718
01-015-004,941,601,0,601,0,2,599
01-015-005,978,670,0,670,0,3,667
01-015-006,1029,663,0,663,0,4,659
01-015-007,939,603,0,603,0,2,601
01-015-008,999,635,0,635,0,3,632
01-015-009,868,513,0,513,0,3,510
01-015-010,933,569,0,569,0,1,568
01-015-011,1007,650,0,649,-1,5,644
01-015-012,826,530,0,530,0,2,528
01-015-013,941,575,0,575,0,5,570
01-015-014,1152,717,0,717,0,10,707
01-015-015,1055,671,0,671,0,3,668
01-015-016,1009,578,0,578,0,4,574
01-015-017,1104,649,0,649,0,7,642
01-015-018,994,581,0,580,-1,5,575
01-015-019,985,554,0,554,0,6,548
01-015-020,937,572,0,572,0,3,569
01-015-021,1077,673,0,671,-2,6,665
01-015-022,968,625,0,625,0,5,620
01-015-023,881,573,0,574,1,18,556
01-015-024,913,570,0,570,0,5,565
01-015-025,1020,618,0,621,3,36,585
01-015-026,1102,730,0,730,0,8,722
01-015-027,1014,603,0,601,-2,5,596
01-015-028,967,616,0,616,0,7,609
01-015-029,1029,696,0,694,-2,1,693
01-015-030,936,592,0,592,0,3,589
01-015-031,966,661,0,664,3,33,631
01-015-032,1090,683,0,683,0,4,679
01-015-033,1042,589,0,589,0,3,586
01-015-034,834,539,0,539,0,2,537
01-015-035,1061,670,0,668,-2,8,660
01-015-036,1027,588,0,588,0,3,585
01-015-037,920,597,0,597,0,17,580
01-015-038,1001,572,0,572,0,7,565
01-015-039,926,530,0,530,0,6,524
01-015-040,1016,593,0,592,-1,4,588
01-015-041,968,549,0,546,-3,4,542
01-015-042,922,486,0,486,0,5,481
01-015-043,1003,507,0,507,0,6,501
01-015-044,1030,612,0,611,-1,3,608
01-015-045,1184,654,0,654,0,8,646
01-015-046,986,494,0,494,0,5,489
01-015-047,1013,579,0,578,-1,5,573
01-015-048,1032,522,0,521,-1,3,518
01-015-049,995,587,0,587,0,8,579
01-015-050,1023,537,0,535,-2,5,530
01-015-051,943,546,0,546,0,9,537
01-015-052,1023,566,0,566,0,7,559
01-015-053,935,488,0,488,0,3,485
01-015-054,1016,601,0,599,-2,2,597
01-015-055,1059,625,0,622,-3,6,616
01-015-056,1032,426,0,426,0,2,424
01-015-057,913,569,0,569,0,6,563
01-015-058,1065,597,0,596,-1,5,591
01-015-059,1030,588,0,590,2,24,566
01-015-060,1089,577,0,577,0,6,571
01-016-001,1030,745,0,744,-1,8,736
01-016-002,958,664,0,663,-1,4,659
01-016-003,965,653,0,653,0,4,649
01-016-004,919,621,0,620,-1,5,615
01-016-005,862,621,0,618,-3,5,613
01-016-006,829,565,0,566,1,18,548
01-016-007,825,550,1,550,0,8,542
01-016-008,819,550,0,548,-2,6,542
01-016-009,996,681,0,681,0,0,681
01-016-010,758,523,0,524,1,17,507
01-016-011,1063,748,0,750,2,27,723
01-016-012,985,689,0,690,1,16,674
01-016-013,1092,754,0,754,0,5,749
01-016-014,972,699,0,699,0,5,694
01-016-015,1050,773,0,772,-1,3,769
01-016-016,794,555,0,543,-12,1,542
01-016-017,877,539,1,537,-2,7,530
01-016-018,792,541,0,540,-1,4,536
01-016-019,691,444,0,445,1,17,428
01-016-020,727,523,1,524,1,16,508
01-016-021,769,511,0,511,0,6,505
01-016-022,812,618,0,615,-3,4,611
01-016-023,878,606,0,606,0,5,601
01-016-024,766,502,0,502,0,5,497
01-016-025,787,540,0,539,-1,9,530
01-016-026,1027,703,0,703,0,6,697
01-016-027,1000,728,0,730,2,23,707
01-016-028,775,528,0,528,0,6,522
01-016-029,729,508,0,507,-1,5,502
01-016-030,905,602,0,602,0,6,596
01-016-031,823,569,0,568,-1,0,568
01-016-032,1050,747,0,747,0,6,741
01-016-033,1138,812,0,809,-3,10,799
01-016-034,1270,901,0,902,1,20,882
01-016-035,1077,757,0,756,-1,8,748
01-016-036,858,647,0,649,2,29,620
01-016-037,748,526,0,526,0,3,523
01-016-038,938,702,0,702,0,10,692
01-016-039,802,541,0,541,0,5,536
01-016-040,980,706,0,707,1,13,694
01-016-041,738,489,0,489,0,3,486
01-016-042,909,633,0,632,-1,9,623
01-016-043,987,756,0,756,0,4,752
01-016-044,705,505,1,504,-1,9,495
01-016-045,987,772,0,772,0,4,768
01-016-046,706,445,0,445,0,2,443
01-016-047,800,520,0,520,0,4,516
01-016-048,937,659,0,661,2,25,636
01-016-049,924,700,0,700,0,10,690
01-016-050,769,535,0,535,0,1,534
01-016-051,988,683,1,673,-10,8,665
01-016-052,930,706,0,706,0,10,696
01-016-053,778,566,0,566,0,5,561
01-016-054,935,673,0,673,0,3,670
01-016-055,958,703,0,704,1,15,689
01-016-056,845,582,1,582,0,8,574
01-016-057,880,570,0,571,1,13,558
01-016-058,789,532,1,532,0,2,530
01-016-059,892,619,0,615,-4,3,612
01-016-060,1123,750,0,750,0,5,745
01-016-061,772,585,0,585,0,3,582
01-016-062,180,155,0,155,0,0,155
01-016-063,942,675,0,675,0,7,668
01-017-001,829,598,0,600,2,29,571
01-017-002,833,608,0,607,-1,3,604
01-017-003,896,584,0,584,0,8,576
01-017-004,846,552,0,552,0,11,541
01-017-005,768,575,0,575,0,2,573
01-017-006,816,622,0,622,0,6,616
01-017-007,870,543,0,543,0,2,541
01-017-008,1031,593,0,591,-2,6,585
01-017-009,913,449,0,448,-1,3,445
01-017-010,747,390,0,389,-1,2,387
01-017-011,969,542,0,530,-12,6,524
01-017-012,835,490,0,489,-1,4,485
01-017-013,838,440,0,440,0,4,436
01-017-014,905,500,0,500,0,0,500
01-017-015,789,461,0,461,0,9,452
01-017-016,422,167,1,167,0,11,156
01-017-017,824,463,0,462,-1,3,459
01-017-018,758,456,0,456,0,2,454
01-017-019,927,529,1,529,0,3,526
01-017-020,747,413,0,414,1,17,397
01-017-021,963,444,0,443,-1,2,441
01-017-022,1004,593,0,593,0,5,588
01-017-023,609,334,0,334,0,1,333
01-017-024,995,680,0,680,0,3,677
01-017-025,1106,767,0,765,-2,1,764
01-017-026,820,615,0,615,0,2,613
01-017-027,640,462,0,461,-1,2,459
01-017-028,700,495,0,494,-1,1,493
01-017-029,1015,625,0,625,0,6,619
01-017-030,990,673,0,673,0,6,667
01-017-031,760,536,0,536,0,2,534
01-017-032,853,535,0,535,0,10,525
01-017-033,883,590,0,590,0,1,589
01-017-034,889,542,0,542,0,0,542
01-017-035,1080,591,0,591,0,8,583
01-017-036,1001,585,0,584,-1,7,577
01-017-037,1030,639,0,639,0,5,634
01-017-038,1075,693,0,693,0,2,691
01-017-039,1004,704,0,703,-1,2,701
01-017-040,1140,736,0,730,-6,4,726
01-017-041,1074,674,0,673,-1,6,667
01-017-042,1113,756,0,756,0,0,756
01-017-043,984,655,0,655,0,6,649
01-017-044,746,463,0,463,0,3,460
01-017-045,819,519,0,519,0,6,513
01-017-046,1071,723,0,719,-4,6,713
01-017-047,1078,759,0,762,3,36,726
01-017-048,880,598,0,597,-1,1,596
01-017-049,919,620,0,619,-1,4,615
01-017-050,825,537,0,537,0,3,534
01-017-051,1240,845,1,845,0,2,843
01-017-052,975,686,0,679,-7,3,676
01-017-053,874,631,0,629,-2,4,625
01-017-054,759,503,0,501,-2,2,499
01-017-055,920,611,0,609,-2,0,609
01-017-056,1018,671,0,668,-3,3,665
01-017-057,813,523,0,522,-1,5,517
01-017-058,929,583,0,584,1,13,571
01-017-059,1092,678,0,678,0,7,671
01-017-060,990,615,0,615,0,4,611
01-017-061,1011,591,0,588,-3,4,584
01-017-062,726,476,0,476,0,1,475
01-017-063,847,556,0,555,-1,3,552
01-017-064,989,687,0,687,0,6,681
01-017-065,908,622,0,621,-1,3,618
01-017-066,888,596,0,596,0,6,590
01-017-067,928,644,0,644,0,1,643
01-017-068,917,614,0,614,0,10,604
01-017-069,896,603,0,604,1,13,591
01-017-070,904,653,0,654,1,21,633
01-017-071,909,610,0,610,0,6,604
01-017-072,969,685,0,685,0,3,682
01-017-073,986,727,0,727,0,2,725
01-017-074,683,457,0,458,1,13,445
01-017-075,1270,880,0,880,0,7,873
01-018-001,1115,768,0,768,0,6,762
01-018-002,898,609,0,609,0,8,601
01-018-003,1092,683,0,682,-1,7,675
01-018-004,1041,712,0,711,-1,4,707
01-018-005,1378,752,0,750,-2,9,741
01-018-006,925,580,0,580,0,6,574
01-018-007,867,527,0,527,0,4,523
01-018-008,818,471,0,471,0,4,467
01-018-009,756,460,0,460,0,6,454
01-018-010,973,668,0,667,-1,9,658
01-018-011,1183,635,0,634,-1,2,632
01-018-012,817,583,0,582,-1,5,577
01-018-013,987,638,0,637,-1,3,634
01-018-014,943,647,0,647,0,4,643
01-018-015,946,636,0,637,1,16,621
01-018-016,863,570,0,570,0,2,568
01-018-017,856,583,0,583,0,3,580
01-018-018,997,677,0,677,0,2,675
01-018-019,1045,718,0,718,0,8,710
01-018-020,885,604,0,604,0,6,598
01-018-021,1044,707,0,707,0,5,702
01-018-022,848,551,0,550,-1,3,547
01-018-023,931,644,0,643,-1,4,639
01-018-024,974,557,1,556,-1,3,553
01-018-025,885,535,0,535,0,5,530
01-018-026,1101,646,0,649,3,35,614
01-018-027,1176,680,0,680,0,10,670
01-018-028,998,674,2,674,0,8,666
01-018-029,1181,597,0,597,0,7,590
01-018-030,1026,543,0,542,-1,2,540
01-018-031,1192,627,0,625,-2,4,621
01-018-032,1011,506,0,505,-1,4,501
01-018-033,985,457,0,458,1,20,438
01-018-034,820,408,0,408,0,7,401
01-018-035,948,517,0,516,-1,2,514
01-018-036,928,477,0,477,0,3,474
01-018-037,889,461,0,461,0,2,459
01-018-038,953,494,0,494,0,7,487
01-018-039,891,478,0,478,0,1,477
01-018-040,959,588,0,586,-2,9,577
01-018-041,1026,641,0,636,-5,5,631
01-018-042,1108,688,0,689,1,16,673
01-018-043,798,513,0,513,0,5,508
01-018-044,1182,811,0,806,-5,2,804
01-018-045,702,444,1,444,0,0,444
01-018-046,935,637,0,637,0,4,633
01-018-047,1027,686,0,685,-1,5,680
01-018-048,810,536,0,535,-1,2,533
01-018-049,1094,714,0,714,0,7,707
01-018-050,1033,754,0,752,-2,1,751
01-018-051,893,635,0,635,0,4,631
01-018-052,984,693,0,693,0,1,692
01-018-053,1168,854,0,854,0,5,849
01-018-054,1352,777,0,777,0,9,768
01-018-055,1090,736,0,736,0,2,734
01-018-056,1222,828,0,828,0,7,821
01-018-057,1084,780,0,778,-2,6,772
01-018-058,949,624,1,623,-1,4,619
01-018-059,1013,760,0,757,-3,1,756
01-018-060,1151,735,0,734,-1,4,730
01-018-061,1334,842,0,842,0,2,840
01-018-062,1191,776,0,776,0,5,771
01-018-063,1185,791,0,790,-1,6,784
01-018-064,948,555,0,556,1,15,541
01-018-065,1114,684,0,683,-1,5,678
01-018-066,757,461,0,461,0,1,460
01-018-067,1090,714,0,711,-3,8,703
01-018-068,951,607,0,605,-2,6,599
01-018-069,1198,767,0,767,0,7,760
01-018-070,1056,676,0,676,0,4,672
01-018-071,878,543,0,543,0,6,537
01-018-072,1118,701,3,701,0,5,696
01-018-073,1131,745,0,745,0,7,738
01-018-074,1168,733,0,733,0,6,727
01-018-075,1230,841,0,839,-2,10,829
01-018-076,956,615,0,602,-13,0,602
01-018-077,891,626,0,626,0,5,621
01-019-001,950,554,0,555,1,12,543
01-019-002,1100,608,1,607,-1,1,606
01-019-003,1115,621,0,621,0,5,616
01-019-004,1005,634,0,636,2,29,607
01-019-005,1235,740,0,739,-1,11,728
01-019-006,1123,636,0,636,0,3,633
01-019-007,1015,629,0,631,2,28,603
01-019-008,892,563,0,563,0,3,560
01-019-009,973,604,0,605,1,18,587
01-019-010,877,518,0,517,-1,5,512
01-019-011,1374,778,0,765,-13,3,762
01-019-012,1217,733,0,733,0,9,724
01-019-013,1041,622,0,622,0,9,613
01-019-014,1134,630,0,631,1,15,616
01-019-015,1063,635,1,633,-2,5,628
01-019-016,1001,637,0,637,0,8,629
01-019-017,1054,685,0,685,0,4,681
01-019-018,1358,694,0,673,-21,3,670
01-019-019,872,536,0,536,0,1,535
01-019-020,1143,647,0,647,0,7,640
01-019-021,777,441,0,442,1,13,429
01-019-022,1194,668,0,667,-1,5,662
01-019-023,876,593,0,594,1,19,575
01-019-024,932,640,0,640,0,11,629
01-019-025,855,632,0,635,3,40,595
01-019-026,1142,807,0,806,-1,7,799
01-019-027,944,659,0,659,0,6,653
01-019-028,894,638,0,636,-2,7,629
01-019-029,1036,683,0,683,0,10,673
01-019-030,1084,671,0,669,-2,7,662
01-019-031,1040,664,0,664,0,6,658
01-019-032,1148,680,0,679,-1,8,671
01-019-033,892,579,0,579,0,4,575
01-019-034,1057,648,0,648,0,8,640
01-019-035,1231,803,0,803,0,6,797
01-019-036,1064,698,0,697,-1,6,691
01-019-037,775,472,0,470,-2,9,461
01-019-038,974,624,0,623,-1,0,623
01-019-039,933,513,0,513,0,6,507
01-019-040,963,640,0,639,-1,7,632
01-019-041,945,664,1,665,1,15,650
01-019-042,1190,863,0,863,0,4,859
01-019-043,211,168,0,168,0,0,168
01-020-001,764,416,0,417,1,20,397
01-020-002,1199,859,0,859,0,2,857
01-020-003,727,396,0,396,0,4,392
01-020-004,596,295,0,295,0,1,294
01-020-005,775,436,0,436,0,4,432
01-020-006,875,505,0,504,-1,5,499
01-020-007,606,348,0,348,0,2,346
01-020-008,755,470,0,470,0,5,465
01-020-009,788,414,0,414,0,5,409
01-020-010,648,366,0,366,0,6,360
01-020-011,680,425,0,425,0,2,423
01-020-012,815,375,0,375,0,1,374
01-020-013,937,596,0,596,0,2,594
01-020-014,692,360,0,359,-1,6,353
01-020-015,706,332,0,332,0,5,327
01-020-016,895,383,0,384,1,17,367
01-020-017,901,418,0,417,-1,4,413
01-020-018,691,301,0,300,-1,8,292
01-020-019,1278,712,0,710,-2,14,696
01-020-020,1051,572,0,572,0,10,562
01-020-021,802,468,0,468,0,8,460
01-020-022,838,517,0,518,1,17,501
01-020-023,662,423,0,422,-1,6,416
01-020-024,622,370,6,364,-6,7,357
01-020-025,782,425,0,425,0,0,425
01-020-026,840,486,0,486,0,4,482
01-020-027,595,338,0,338,0,3,335
01-020-028,621,343,0,343,0,2,341
01-020-029,610,355,0,355,0,3,352
01-020-030,688,423,0,423,0,6,417
01-020-031,1015,366,0,366,0,1,365
01-020-032,591,338,0,338,0,6,332
01-020-033,622,360,0,359,-1,2,357
01-020-034,744,460,0,460,0,3,457
01-020-035,849,452,0,452,0,1,451
01-020-036,874,433,0,433,0,8,425
01-020-037,846,438,0,438,0,9,429
01-020-038,678,385,0,385,0,1,384
01-020-039,1010,595,0,596,1,19,577
01-020-040,942,583,0,581,-2,6,575
01-020-041,777,505,0,505,0,2,503
01-020-042,955,524,0,525,1,16,509
01-020-043,761,456,0,456,0,1,455
01-020-044,745,395,0,395,0,4,391
01-020-045,845,517,0,518,1,13,505
01-020-046,612,386,0,386,0,2,384
01-020-047,832,508,0,508,0,5,503
01-020-048,621,385,0,385,0,2,383
01-020-049,883,573,0,572,-1,3,569
01-020-050,1032,630,0,629,-1,5,624
01-020-051,799,535,6,519,-16,5,514
01-020-052,759,439,0,435,-4,5,430
01-020-053,655,400,0,400,0,4,396
01-020-054,822,455,0,455,0,6,449
01-020-055,604,358,0,358,0,2,356
01-020-056,918,511,0,510,-1,1,509
01-020-057,802,449,0,449,0,1,448
01-020-058,961,524,0,524,0,6,518
01-020-059,779,464,0,464,0,4,460
01-020-060,882,485,1,484,-1,6,478
01-020-061,630,327,0,327,0,2,325
01-020-062,175,141,0,141,0,0,141
01-021-001,815,586,0,586,0,10,576
01-021-002,825,574,0,573,-1,6,567
01-021-003,750,574,9,567,-7,8,559
01-021-004,751,535,0,535,0,8,527
01-021-005,860,581,0,580,-1,8,572
01-021-006,812,554,0,552,-2,7,545
01-021-007,726,490,0,488,-2,4,484
01-021-008,975,680,0,680,0,5,675
01-021-009,958,628,0,628,0,11,617
01-021-010,945,677,0,673,-4,7,666
01-021-011,717,473,0,474,1,16,458
01-021-012,774,537,0,535,-2,4,531
01-021-013,767,480,0,480,0,5,475
01-021-014,954,657,0,655,-2,6,649
01-021-015,908,667,0,665,-2,5,660
01-021-016,818,585,1,584,-1,6,578
01-021-017,954,687,0,687,0,9,678
01-021-018,890,628,0,621,-7,4,617
01-021-019,727,532,0,532,0,4,528
01-021-020,664,483,0,484,1,14,470
01-021-021,724,461,0,461,0,4,457
01-021-022,821,547,0,549,2,25,524
01-021-023,747,455,0,455,0,8,447
01-021-024,734,435,0,435,0,9,426
01-021-025,768,461,0,461,0,4,457
01-021-026,823,521,0,521,0,6,515
01-021-027,716,469,0,468,-1,4,464
01-021-028,927,543,1,543,0,4,539
01-021-029,645,348,0,348,0,7,341
01-021-030,699,369,0,369,0,8,361
01-021-031,681,387,0,386,-1,9,377
01-021-032,929,579,0,579,0,7,572
01-021-033,776,424,0,423,-1,15,408
01-021-034,697,298,0,298,0,2,296
01-021-035,709,287,0,287,0,5,282
01-021-036,772,432,0,432,0,4,428
01-021-037,788,486,0,486,0,5,481
01-021-038,969,440,0,440,0,3,437
01-021-039,641,336,0,336,0,5,331
01-021-040,882,527,0,527,0,5,522
01-021-041,754,375,0,375,0,11,364
01-021-042,930,505,0,503,-2,7,496
01-021-043,1022,606,0,606,0,3,603
01-021-044,649,389,0,387,-2,3,384
01-021-045,651,389,0,387,-2,4,383
01-021-046,629,336,0,336,0,6,330
01-021-047,664,359,0,357,-2,2,355
01-021-048,822,587,0,587,0,3,584
01-021-049,756,520,0,516,-4,4,512
01-021-050,785,502,0,502,0,7,495
01-021-051,912,623,0,622,-1,7,615
01-021-052,718,438,0,437,-1,13,424
01-021-053,772,464,0,464,0,9,455
01-021-054,761,523,1,525,2,25,500
01-021-055,808,527,0,527,0,6,521
01-021-056,749,420,0,419,-1,4,415
01-021-057,714,430,0,430,0,2,428
01-021-058,893,624,0,620,-4,5,615
01-021-059,882,600,1,598,-2,6,592
01-021-060,778,529,0,529,0,6,523
01-021-061,724,483,0,483,0,6,477
01-021-062,779,426,0,426,0,10,416
01-021-063,700,461,0,461,0,7,454
01-021-064,814,475,0,475,0,5,470
01-021-065,1097,511,0,512,1,14,498
01-021-066,839,517,0,517,0,7,510
01-021-067,876,422,0,423,1,21,402
01-021-068,938,592,0,592,0,10,582
01-021-069,721,487,0,486,-1,14,472
01-021-070,760,424,1,424,0,4,420
01-022-001,1083,817,0,815,-2,5,810
01-022-002,928,651,0,651,0,4,647
01-022-003,1264,944,0,944,0,6,938
01-022-004,1344,984,0,984,0,2,982
01-022-005,1439,1070,0,1070,0,7,1063
01-022-006,1428,1079,0,1078,-1,12,1066
01-022-007,899,564,0,559,-5,6,553
01-022-008,821,509,0,508,-1,4,504
01-022-009,766,440,0,440,0,5,435
01-022-010,824,452,0,450,-2,2,448
01-022-011,1271,810,0,810,0,2,808
01-022-012,1331,1009,0,1007,-2,5,1002
01-022-013,1150,756,0,756,0,4,752
01-022-014,1101,763,0,763,0,2,761
01-022-015,1064,758,0,755,-3,3,752
01-022-016,1197,824,0,827,3,37,790
01-022-017,1023,683,0,680,-3,5,675
01-022-018,1035,589,0,588,-1,4,584
01-022-019,1217,882,0,882,0,3,879
